belongs_to_collection,budget,genres,id,original_language,overview,popularity,release_date,revenue,title,vote_average,vote_count,return,release_year,Actors,Directores
standar,30000000.0,Horror Comedy,10779.0,en,"Once an architect, Frank Bannister now passes himself off as an exorcist of evil spirits. To bolster his facade, he claims his ""special"" gift is the result of a car accident that killed his wife. But what he does not count on is more people dying in the small town where he lives. As he tries to piece together the supernatural mystery of these killings, he falls in love with the wife of one of the victims and deals with a crazy FBI agent.",12.09096,1996-07-18,29359216.0,The Frighteners,6.7,413.0,0.9786405333333333,1996,"Michael J. Fox, Jeffrey Combs, Jake Busey, Chi McBride, Trini Alvarado, Peter Dobson, John Astin, Jim Fyfe, Troy Evans, Julianna McCarthy, R. Lee Ermey, Elizabeth Hawthorne, Melanie Lynskey, Stuart Devenie, Leslie Wing, Dee Wallace",Peter Jackson
standar,35000000.0,Action Comedy Romance Thriller,10720.0,en,"In 1962 New York City, love blossoms between a playboy journalist and a feminist advice author.",9.392508,2003-05-08,20298207.0,Down with Love,6.1,202.0,0.5799487714285714,2003,"Renée Zellweger, Ewan McGregor, Sarah Paulson, David Hyde Pierce, Rachel Dratch, Jack Plotnick, Tony Randall, John Aylward, Matt Ross, Michael Ensign, Timothy Omundson, Ivana Miličević, Melissa George, Dorie Barton, Laura Kightlinger, Chris Parnell, Robert Katims, Florence Stanley, John Storey, Peter Spruyt, Lynn Collins, David Doty, Jude Ciccolella, Will Jordan, Brad Hanson, Beth LaMure, Christie Cronenweth, Megan Denton, Melanie Lewis, Sybil Azur, Joanna Collins, Sandra McCoy, Sarah Christine Smith, Norman Fessler, Marc Shaiman, Scott Wittman, Pat Cusick, Rick Scarry, Basil Hoffman, Turtle, Jeri Ryan, Warren Munson",Peyton Reed
standar,1500000.0,Horror Mystery Science Fiction,23963.0,en,"When disc jockey Grant Mazzy reports to his basement radio station in the Canadian town of Pontypool, he thinks it's just another day at work. But when he hears reports of a virus that turns people into zombies, Mazzy barricades himself in the radio booth and tries to figure out a way to warn his listeners about the virus and its unlikely mode of transmission.",6.407207,2009-03-06,32000.0,Pontypool,6.6,187.0,0.021333333333333333,2009,"Stephen McHattie, Lisa Houle, Georgina Reilly, Hrant Alianak, Rick Roberts, Louis Negin, Daniel Fathers, Beatriz Yuste, Tony Burgess, Boyd Banks, Hannah Fleming, Rachel Burns, Laura Nordin",Bruce McDonald
standar,45000000.0,Crime Drama Thriller,388.0,en,"Bank robber Dalton Russell enters a Manhattan bank, locks the doors and takes hostages, working methodically and without haste. Detective Frazier is assigned to negotiate, but his mind is occupied with the corruption charges he is facing. With an army of police surrounding the bank, the thief, the cop and a high-profile 'fixer' enter high-stakes negotiations.",13.393548,2006-03-23,184376254.0,Inside Man,7.3,1671.0,4.097250088888889,2006,"Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer, Willem Dafoe, Chiwetel Ejiofor, Kim Director, James Ransone, Carlos Andrés Gómez, Bernie Rachelle, Peter Kybart, Peter Gerety, Victor Colicchio, Ashlie Atkinson, Daryl Mitchell, Cassandra Freeman, Al Palagonia, Florina Petcu, Peter Frechette, Samantha Ivers, Waris Ahluwalia, Marcia Jean Kurtz, Gerry Vichi, Jason Manuel Olazabal, Rodney ""Bear"" Jackson, Lemon Andersen, Ken Leung, Amir Ali Said, Rafael Osorio, David Brown, Robert C. Kirk, Frank Stellato, Ed Onipede Blunt, Jeff Ward, Anthony Mangano, Michael Devine, Ed Bogdanowicz, Aaron Vexler, Anthony Borowiec, Joe Coots, Lionel Pina, Ken Ferrigni, Frank Hopf, Robert Testut, Craig M. Spitzer, Limary Agosto, Patrick Illig, Frank Composto, Rozanne Sher, Rachel Black, Gregory Dann, Ben Crowley, Shon Gables, Dominic Carter, Sandra Endo, Kandiss Edmundson, Agim Coma, John Speredakos, Baktash Zaher, Ernest Rayford, Vincent DiMartino, Julian Niccolini, Ed Crescimanni, Brad Leland",Spike Lee
Alien Collection,11000000.0,Horror Action Thriller Science Fiction,348.0,en,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",23.37742,1979-05-25,104931801.0,Alien,7.9,4564.0,9.539254636363637,1979,"Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton, John Hurt, Ian Holm, Yaphet Kotto, Bolaji Badejo, Helen Horton, Eddie Powell",Ridley Scott
standar,60000000.0,Comedy Adventure,17610.0,en,"When a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world.",10.087637,2009-06-18,62357900.0,Year One,4.6,538.0,1.0392983333333334,2009,"Jack Black, Michael Cera, Olivia Wilde, Oliver Platt, David Cross, Christopher Mintz-Plasse, Vinnie Jones, Hank Azaria, Juno Temple, June Diane Raphael, Xander Berkeley, Gia Carides, Kyle Gass, Paul Rudd, Eden Riegel, Harold Ramis, Rhoda Griffis, Horatio Sanz, David Pasquesi, Matthew Willig, Gabriel Sunday, Bill Hader, Marshall Manesh, Paul Scheer",Harold Ramis
The Space Odyssey Series,28000000.0,Thriller Science Fiction,4437.0,en,"This is a sequel to 2001 A Space Odyssey. It is now 2010 and both the Americans and the Russians are racing to get to Jupiter to investigate the black monolith (similar to the one found in Lunar Crater Clavius) which was found by the U.S.S. Discovery in orbit around Jupiter's moons. The U.S.S. Discovery's orbit is rapidly decaying and it will crash into IO but the Americans cannot get there in time to save U.S.S. Discovery. The Russians can get to Jupiter in time but only the Americans have the knowledge to access and awaken the U.S.S. Discovery's H.A.L.9000 sentient computer. This forces a joint American-Soviet space expedition against a backdrop of growing global tensions. The combined expedition is seeking answers to several mysteries. What is the significance of the black monolith? Why did H.A.L.9000 act so bizarrely and terminate 4 of 5 of the U.S.S. Discovery's crew? What happened to David Bowman? Along the way, curious data is detected  ...",7.482865,1984-12-06,40400657.0,2010,6.6,290.0,1.442880607142857,1984,"Roy Scheider, John Lithgow, Helen Mirren, Bob Balaban, Keir Dullea, Douglas Rain, Madolyn Smith Osborne, Savely Kramarov, Taliesin Jaffe, James McEachin, Mary Jo Deschanel, Elya Baskin, Dana Elcar, Oleg Rudnik, Natasha Shneider, Vladimir Skomarovsky, Victor Steinbach, Candice Bergen",Peter Hyams
standar,0.0,War Action Drama,10652.0,en,"The men of Bravo Company are facing a battle that's all uphill… up Hamburger Hill. Fourteen war-weary soldiers are battling for a mud-covered mound of earth so named because it chews up soldiers like chopped meat. They are fighting for their country, their fellow soldiers and their lives. War is hell, but this is worse. Hamburger Hill tells it the way it was, the way it really was. It's a raw, gritty and totally unrelenting dramatic depiction of one of the fiercest battles of America's bloodiest war. This happened. Hamburger Hill - war at its worst, men at their best.",12.373613,1987-08-23,13839404.0,Hamburger Hill,6.5,120.0,0.0,1987,"Anthony Barrile, Michael Boatman, Don Cheadle, Michael Dolan, Dylan McDermott, Don James, Steven Weber, Courtney B. Vance, Michael A. Nickles, Harry O'Reilly, Tim Quill, Tommy Swerdlow, Tegan West, Kiều Chinh",John Irvin
standar,25000000.0,Crime Drama History,60309.0,en,"Mary Surratt is the lone female charged as a co-conspirator in the assassination trial of Abraham Lincoln. As the whole nation turns against her, she is forced to rely on her reluctant lawyer to uncover the truth and save her life.",5.481452,2010-09-10,15478800.0,The Conspirator,6.2,138.0,0.619152,2010,"Evan Rachel Wood, James McAvoy, Kevin Kline, Robin Wright, Alexis Bledel, Justin Long, Tom Wilkinson, Norman Reedus, Toby Kebbell, Jonathan Groff, Danny Huston, Stephen Root, Johnny Simmons, James Badge Dale, Colm Meaney, Shea Whigham, Chris Bauer, Gerald Bestrom",Robert Redford
standar,0.0,Drama Comedy,2759.0,en,"Two drag-queens and a transsexual contract to perform a drag show at a resort in Alice Springs, a resort town in the remote Australian desert. They head west from Sydney aboard their lavender bus, Priscilla. En route, it is discovered that the woman they've contracted with is the wife of one of the drag queens. Their bus breaks down, and is repaired by Bob, who travels on with them.",8.328596,1994-05-31,11220670.0,"The Adventures of Priscilla, Queen of the Desert",7.2,174.0,0.0,1994,"Terence Stamp, Hugo Weaving, Guy Pearce, Bill Hunter, Sarah Chadwick, June Marie Bennett",Stephan Elliott
standar,20000000.0,Comedy Action Science Fiction,107985.0,en,Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.,9.830382,2013-07-18,46089287.0,The World's End,6.7,1820.0,2.30446435,2013,"Simon Pegg, Nick Frost, Martin Freeman, Eddie Marsan, Paddy Considine, Rosamund Pike, Pierce Brosnan, David Bradley, Thomas Law, Zachary Bailess, Jasper Levine, James Tarpey, Luke Bromley, Sophie Evans, Samantha White, Rose Reynolds, Richard Hadfield, Flora Slorach, Francesca Reidie, Charlotte Reidie, Michael Smiley, Alex Austin, Jonathan Aris, Jenny Bede, Angie Wallis, Paul Bentall, Richard Graham, Alice Lowe, Rafe Spall, Leo Thompson, Steve Oram, Julia Deakin, Greg Townley, Sebastian Zaniesienko, Luke Scott, Tyler Dobbs, Samuel Mak, Teddy Kempner, Mark Kempner, Nick Holder, Darren Boyd, Paul Kennington, Mike Sarne, Reece Shearsmith, Nicholas Burns, Mark Heap, Kelly Franklin, Stacey Franklin, James Granstrom, Gabe Cronnelly, Patricia Franklin, Bill Nighy, Mark Donovan, Ricky Champ, Ken Bones",Edgar Wright
standar,14000000.0,History Drama Thriller War,205596.0,en,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",31.59594,2014-11-14,233555708.0,The Imitation Game,8.0,5895.0,16.68255057142857,2014,"Benedict Cumberbatch, Keira Knightley, Matthew Goode, Rory Kinnear, Allen Leech, Matthew Beard, Charles Dance, Mark Strong, James Northcote, Tom Goodman-Hill, Steven Waddington, Ilan Goodman, Jack Tarlton, Alex Lawther, Jack Bannon, Tuppence Middleton, Dominik Charman, James G. Nunn, Charlie Manton, David Charkham, Victoria Wicks, Andrew Havill, Laurence Kennedy, Tim van Eyken, Viv Weatherall, Miranda Bell, Tim Steed, Bartosz Wandrykow, Lese Asquith-Coe, Hayley Joanne Bacon, Lauren Beacham, Ingrid Benussi, Nicholas Blatt, Jack Brash, Ancuta Breaban, Alex Corbet Burcher, Grace Calder, Richard Campbell, Daniel Chapple, Lisa Colquhoun, Alexander Cooper, Leigh Dent, Esther Eden, Sam Exley, Ben Farrow, Mike Firth, Hannah Flynn, James Gard, Guna Gultniece, Benjamin Hardie, Oscar Hatton, Luke Hope, Vera Horton, Vincent Idearson, Denis Koroshko, Debra Leigh-Taylor, Stuart Matthews, Amber-Rose May, Samantha Moran, Adam Nowell, Joseph Oliveira, Harry Leonard Parkinson, John Redmann, David G. Robinson, Alice Tapfield, Mark Underwood, Nicola-Jayne Wells, Josh Wichard",Morten Tyldum
standar,0.0,Adventure Drama,11120.0,en,"Allie Fox, an American inventor exhausted by the perceived danger and degradation of modern society, decides to escape with his wife and children to Belize. In the jungle, he tries with mad determination to create a utopian community with disastrous results.",6.224859,1986-11-26,14302779.0,The Mosquito Coast,6.3,126.0,0.0,1986,"Harrison Ford, Helen Mirren, River Phoenix, Conrad Roberts, Martha Plimpton, Andre Gregory, Dick O'Neill, Jadrien Steele, Michael Rogers, Hilary Gordon, Rebecca Gordon, Jason Alexander, Butterfly McQueen, Tiger Haynes, William Newman",Peter Weir
standar,150000000.0,Fantasy Action Adventure Family Comedy,19585.0,en,"A team of trained secret agent animals, guinea pigs Darwin, Juarez, Blaster, mole Speckles, and fly Mooch takes on a mission for the US government to stop evil Leonard Saber, who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world?",9.163791,2009-07-21,292817841.0,G-Force,5.1,519.0,1.95211894,2009,"Sam Rockwell, Penélope Cruz, Tracy Morgan, Jon Favreau, Steve Buscemi, Nicolas Cage, Edwin Louis, Jared Lavette, Micah Lavette, Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner, Niecy Nash, Loudon Wainwright III, Tyler Patrick Jones, Piper Mackenzie Harris, Chris Ellis, Gabriel Casseus, Justin Mentell, Troy Robinson",Hoyt Yeatman
standar,25000000.0,Horror Comedy Music,10776.0,en,"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day as Seymour is seeking a new mysterious plant, he finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",7.409179,1986-12-19,38748395.0,Little Shop of Horrors,6.7,389.0,1.5499358,1986,"Rick Moranis, Ellen Greene, Vincent Gardenia, Steve Martin, Tisha Campbell-Martin, John Candy, Bill Murray, Tichina Arnold, Miriam Margolyes, Jim Belushi, Christopher Guest, Danny John-Jules, Mak Wilson, Barbara Rosenblat, Kevin Scott, Vincent Wong, Levi Stubbs",Frank Oz
standar,0.0,Thriller War,345009.0,en,"After a failed assassination attempt, a soldier finds himself stranded in the desert. Exposed to the elements, he must survive the dangers of the desert and battle the psychological and physical toll of the treacherous conditions.",17.029573,2016-10-06,0.0,Mine,6.5,321.0,0.0,2016,"Armie Hammer, Annabelle Wallis, Tom Cullen, Geoff Bell, Juliet Aubrey, Clint Dyer, Luka Peroš, David Kirk Traylor, Ines Pinar Mille, Daniel Sandoval, Edoardo Purgatori","Fabio Guaglione, Fabio Resinaro"
standar,0.0,Drama Horror Thriller,49787.0,en,A great white shark hunts the crew of a capsized sailboat along the Great Barrier Reef.,8.377115,2010-05-15,0.0,The Reef,5.4,132.0,0.0,2010,"Adrienne Pickering, Zoe Naylor, Gyton Grantley, Damian Walshe-Howling, Kieran Darcy-Smith",Andrew Traucki
standar,9000000.0,Comedy Drama,11545.0,en,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",5.997054,1998-09-17,17096053.0,Rushmore,7.5,688.0,1.8995614444444444,1998,"Jason Schwartzman, Olivia Williams, Bill Murray, Seymour Cassel, Mason Gamble, Brian Cox, Sara Tanaka, Connie Nielsen, Luke Wilson, Stephen McCole, Kumar Pallana, Alexis Bledel, Andrew Wilson",Wes Anderson
Before... Collection,2500000.0,Drama Romance,76.0,en,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.",11.304979,1995-01-27,5535405.0,Before Sunrise,7.7,984.0,2.214162,1995,"Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Pöschl, Karl Bruckschwaiger, Tex Rubinowitz, Erni Mangold, Dominik Castell, Haymon Maria Buttinger, Harold Waiglein, Bilge Jeschim, Kurti, Hans Weingartner, Liese Lyon, Peter Ily Huemer, Otto Reiter, Hubert Fabian Kulterer, Branko Andric, Constanze Schweiger, John Sloss, Alexandra Seibel, Georg Schöllhammer, Christian Ankowitsch, Wilbirg Reiter, Barbara Klebel, Wolfgang Staribacher, Wolfgang Glüxam",Richard Linklater
Beverly Hills Cop Collection,50000000.0,Action Comedy Crime,306.0,en,"Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.",11.787784,1994-05-24,119208989.0,Beverly Hills Cop III,5.5,445.0,2.38417978,1994,"Eddie Murphy, Judge Reinhold, Héctor Elizondo, Gilbert R. Hill, Timothy Carhart, Bronson Pinchot, Stephen McHattie, Theresa Randle, John Saxon, Jon Tenney, Joey Travolta, Eugene Collier, Jimmy Ortega, Ousaun Elam, Ray Lykins, Tim Gilbert, Julie Strain, Heather Elizabeth Parkhurst, Joe Dante, Ray Harryhausen, Arthur Hiller, George Lucas, Peter Medak",John Landis
